"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
7259,35148,"2303109000","80","Other","1972-01-01","#NA",35144,"2303100000","80"
7260,110151,"2303109010","80","High protein content pea protein, which contains more than 65 percent protein on a dry weight basis, encompassing all types of pea protein derived from peas (including, but not limited to, yellow field peas and green field peas), in all physical forms (including solid (e.g. powder) and liquid (solution) forms), whether textured or not","2025-08-29","#NA",35148,"2303109000","80"
7261,110152,"2303109090","80","Other","2025-08-29","#NA",35148,"2303109000","80"
7262,35149,"2303200000","80","Beet-pulp, bagasse and other waste of sugar manufacture","1972-01-01","#NA",35143,"2303000000","80"
7263,80862,"2303201000","80","Beet-pulp","2005-01-01","#NA",35149,"2303200000","80"
7264,35155,"2303209000","80","Other","1972-01-01","#NA",35149,"2303200000","80"
7265,35156,"2303300000","80","Brewing or distilling dregs and waste","1972-01-01","#NA",35143,"2303000000","80"
7266,35157,"2304000000","80","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil","1972-01-01","#NA",35125,"2300000000","80"
7267,35158,"2305000000","80","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of groundnut oil","1972-01-01","#NA",35125,"2300000000","80"
7268,35159,"2306000000","80","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading|2304|or 2305","1972-01-01","#NA",35125,"2300000000","80"
7269,35160,"2306100000","80","Of cotton seeds","1972-01-01","#NA",35159,"2306000000","80"
7270,35161,"2306200000","80","Of linseed","1972-01-01","#NA",35159,"2306000000","80"
7271,35162,"2306300000","80","Of sunflower seeds","1972-01-01","#NA",35159,"2306000000","80"
7272,74275,"2306410000","10","Of rape or colza seeds","2002-01-01","#NA",35159,"2306000000","80"
7273,73103,"2306410000","80","Of low erucic acid rape or colza seeds","2002-01-01","#NA",74275,"2306410000","10"
7274,73104,"2306490000","80","Other","2002-01-01","#NA",74275,"2306410000","10"
7275,35164,"2306500000","80","Of coconut or copra","1972-01-01","#NA",35159,"2306000000","80"
7276,35165,"2306600000","80","Of palm nuts or kernels","1972-01-01","#NA",35159,"2306000000","80"
7277,35166,"2306900000","80","Other","1972-01-01","#NA",35159,"2306000000","80"
7278,86632,"2306900500","80","Of maize (corn) germ","2007-01-01","#NA",35166,"2306900000","80"
7279,86631,"2306901100","10","Other","2007-01-01","#NA",35166,"2306900000","80"
7280,86630,"2306901100","20","Oilcake and other residues resulting from the extraction of olive oil","2007-01-01","#NA",86631,"2306901100","10"
7281,35168,"2306901100","80","Containing 3 % or less by weight of olive oil","1972-01-01","#NA",86630,"2306901100","20"
7282,35169,"2306901900","80","Containing more than 3 % by weight of olive oil","1972-01-01","#NA",86630,"2306901100","20"
7283,64898,"2306909000","80","Other","1997-01-01","#NA",86631,"2306901100","10"
7284,35174,"2307000000","80","Wine lees; argol","1972-01-01","#NA",35125,"2300000000","80"
7285,35175,"2307001100","10","Wine lees","1972-01-01","#NA",35174,"2307000000","80"
7286,35176,"2307001100","80","Having a total alcoholic strength by mass not exceeding 7,9 % mas and a dry matter content not less than 25 % by weight","1972-01-01","#NA",35175,"2307001100","10"
7287,35177,"2307001900","80","Other","1972-01-01","#NA",35175,"2307001100","10"
7288,35178,"2307009000","80","Argol","1972-01-01","#NA",35174,"2307000000","80"
7289,35179,"2308000000","80","Vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included","1972-01-01","#NA",35125,"2300000000","80"
7290,73105,"2308001100","10","Grape marc","2002-01-01","#NA",35179,"2308000000","80"
7291,73120,"2308001100","80","Having a total alcoholic strength by mass not exceeding 4,3 % mas and a dry matter content not less than 40 % by weight","2002-01-01","#NA",73105,"2308001100","10"
7292,73121,"2308001900","80","Other","2002-01-01","#NA",73105,"2308001100","10"
7293,74274,"2308004000","80","Acorns and horse-chestnuts; pomace or marc of fruit, other than grapes","2002-01-01","#NA",35179,"2308000000","80"
7294,105460,"2308004010","80","Citrus pulp residues","2020-03-01","#NA",74274,"2308004000","80"
7295,105461,"2308004090","80","Other","2020-03-01","#NA",74274,"2308004000","80"
7296,73122,"2308009000","80","Other","2002-01-01","#NA",35179,"2308000000","80"
7297,35187,"2309000000","80","Preparations of a kind used in animal feeding","1972-01-01","#NA",35125,"2300000000","80"
7298,35188,"2309100000","80","Dog or cat food, put up for retail sale","1972-01-01","#NA",35187,"2309000000","80"
7299,35189,"2309101100","10","Containing starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup of subheadings|1702|30|50, 1702|30|90, 1702|40|90, 1702|90|50|and 2106|90|55|or milk products","1972-01-01","#NA",35188,"2309100000","80"
7300,35190,"2309101100","20","Containing starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup","1972-01-01","#NA",35189,"2309101100","10"
7301,35191,"2309101100","30","Containing no starch or containing 10 % or less by weight of starch","1972-01-01","#NA",35190,"2309101100","20"
7302,35192,"2309101100","80","Containing no milk products or containing less than 10 % by weight of such products","1972-01-01","#NA",35191,"2309101100","30"
7303,35193,"2309101300","80","Containing not less than 10 % but less than 50 % by weight of milk products","1972-01-01","#NA",35191,"2309101100","30"
7304,35194,"2309101500","80","Containing not less than 50 % but less than 75 % by weight of milk products","1972-01-01","#NA",35191,"2309101100","30"
7305,35195,"2309101900","80","Containing not less than 75 % by weight of milk products","1972-01-01","#NA",35191,"2309101100","30"
7306,35196,"2309103100","10","Containing more than 10 % but not more than 30 % by weight of starch","1972-01-01","#NA",35190,"2309101100","20"
7307,35197,"2309103100","80","Containing no milk products or containing less than 10 % by weight of such products","1972-01-01","#NA",35196,"2309103100","10"
7308,35198,"2309103300","80","Containing not less than 10 % but less than 50 % by weight of milk products","1972-01-01","#NA",35196,"2309103100","10"
7309,35199,"2309103900","80","Containing not less than 50 % by weight of milk products","1972-01-01","#NA",35196,"2309103100","10"
7310,35200,"2309105100","10","Containing more than 30 % by weight of starch","1972-01-01","#NA",35190,"2309101100","20"
7311,35201,"2309105100","80","Containing no milk products or containing less than 10 % by weight of such products","1972-01-01","#NA",35200,"2309105100","10"
7312,35202,"2309105300","80","Containing not less than 10 % but less than 50 % by weight of milk products","1972-01-01","#NA",35200,"2309105100","10"
7313,35203,"2309105900","80","Containing not less than 50 % by weight of milk products","1972-01-01","#NA",35200,"2309105100","10"
7314,35204,"2309107000","80","Containing no starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing milk products","1972-01-01","#NA",35189,"2309101100","10"
7315,35205,"2309109000","80","Other","1972-01-01","#NA",35188,"2309100000","80"
7316,35206,"2309900000","80","Other","1972-01-01","#NA",35187,"2309000000","80"
7317,35207,"2309901000","80","Fish or marine mammal solubles","1972-01-01","#NA",35206,"2309900000","80"
7318,100253,"2309901021","10","Fish solubles","2016-04-01","#NA",35207,"2309901000","80"
7319,100255,"2309901021","80","Fish feed","2016-04-01","#NA",100253,"2309901021","10"
7320,103449,"2309901031","10","Other","2017-09-21","#NA",100253,"2309901021","10"
7321,103450,"2309901031","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",103449,"2309901031","10"
7322,103451,"2309901039","80","Other","2017-09-21","#NA",103449,"2309901031","10"
7323,100254,"2309901081","10","Marine mammal solubles","2016-04-01","#NA",35207,"2309901000","80"
7324,100257,"2309901081","80","Fish feed","2016-04-01","#NA",100254,"2309901081","10"
7325,103452,"2309901091","10","Other","2017-09-21","#NA",100254,"2309901081","10"
7326,103786,"2309901091","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",103452,"2309901091","10"
7327,103454,"2309901099","80","Other","2017-09-21","#NA",103452,"2309901091","10"
7328,64899,"2309902000","80","Products referred to in additional note 5 to this chapter","1997-01-01","#NA",35206,"2309900000","80"
7329,35210,"2309903100","10","Other, including premixes","1972-01-01","#NA",35206,"2309900000","80"
7330,35211,"2309903100","20","Containing starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup of subheadings|1702|30|50, 1702|30|90, 1702|40|90, 1702|90|50|and 2106|90|55|or milk products","1972-01-01","#NA",35210,"2309903100","10"
7331,35212,"2309903100","30","Containing starch, glucose, glucose syrup, maltodextrine or maltodextrin syrup","1972-01-01","#NA",35211,"2309903100","20"
7332,35213,"2309903100","40","Containing no starch or containing 10 % or less by weight of starch","1972-01-01","#NA",35212,"2309903100","30"
7333,35214,"2309903100","80","Containing no milk products or containing less than 10 % by weight of such products","1972-01-01","#NA",35213,"2309903100","40"
7334,103457,"2309903111","10","Preparation consisting of a mixture of malt sprouts and barley screenings before the malting process (possibly including other seeds) with barley cleanings after the malting process, and containing by weight 12,5|% or more of protein","2017-09-21","#NA",35214,"2309903100","80"
7335,103458,"2309903111","20","Containing by weight 15,5 % or more of protein","2017-09-21","#NA",103457,"2309903111","10"
7336,103790,"2309903111","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",103458,"2309903111","20"
7337,103460,"2309903114","80","Other","2017-09-21","#NA",103458,"2309903111","20"
7338,103461,"2309903117","10","Other","2017-09-21","#NA",103457,"2309903111","10"
7339,103792,"2309903117","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",103461,"2309903117","10"
7340,103463,"2309903119","80","Other","2017-09-21","#NA",103461,"2309903117","10"
7341,67424,"2309903130","80","Fish feed","1997-06-02","#NA",35214,"2309903100","80"
7342,109479,"2309903151","10","Feed additive, consisting on dry weight basis of:
- 68 % or more, but not more than 80 % of L-lysine sulphate, and
- not more than 32 % of other components such as carbohydrates and other amino acids
","2025-01-01","#NA",35214,"2309903100","80"
7343,109770,"2309903151","20","For use in the production of animal feed and/or for use in the production of pharmaceuticals","2025-01-01","#NA",109479,"2309903151","10"
7344,109478,"2309903151","80","Dog or cat food, not put up for retail sale","2025-01-01","#NA",109770,"2309903151","20"
7345,109477,"2309903159","80","Other","2025-01-01","#NA",109770,"2309903151","20"
7346,109771,"2309903161","10","Other","2025-01-01","#NA",109479,"2309903151","10"
7347,109772,"2309903161","80","Dog or cat food, not put up for retail sale","2025-01-01","#NA",109771,"2309903161","10"
7348,109773,"2309903169","80","Other","2025-01-01","#NA",109771,"2309903161","10"
7349,103464,"2309903181","10","Other","2017-09-21","#NA",35214,"2309903100","80"
7350,103793,"2309903181","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",103464,"2309903181","10"
7351,108282,"2309903191","80","Other","2022-07-01","#NA",103464,"2309903181","10"
7352,35221,"2309903300","80","Containing not less than 10 % but less than 50 % by weight of milk products","1972-01-01","#NA",35213,"2309903100","40"
7353,103794,"2309903310","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",35221,"2309903300","80"
7354,103468,"2309903390","80","Other","2017-09-21","#NA",35221,"2309903300","80"
7355,35222,"2309903500","80","Containing not less than 50 % but less than 75 % by weight of milk products","1972-01-01","#NA",35213,"2309903100","40"
7356,103795,"2309903510","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",35222,"2309903500","80"
7357,103470,"2309903590","80","Other","2017-09-21","#NA",35222,"2309903500","80"
7358,35223,"2309903900","80","Containing not less than 75 % by weight of milk products","1972-01-01","#NA",35213,"2309903100","40"
7359,103796,"2309903910","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",35223,"2309903900","80"
7360,103472,"2309903990","80","Other","2017-09-21","#NA",35223,"2309903900","80"
7361,35224,"2309904100","10","Containing more than 10|% but not more than 30|% by weight of starch","1972-01-01","#NA",35212,"2309903100","30"
7362,35225,"2309904100","80","Containing no milk products or containing less than 10 % by weight of such products","1972-01-01","#NA",35224,"2309904100","10"
7363,35227,"2309904120","80","Fish feed","1992-01-01","#NA",35225,"2309904100","80"
7364,103473,"2309904141","10","Preparation consisting of a mixture of malt sprouts and barley screenings before the malting process (possibly including other seeds) with barley cleanings after the malting process, and containing by weight 12,5|% or more of protein and not more than 28|% of starch","2017-09-21","#NA",35225,"2309904100","80"
7365,103474,"2309904141","20","Containing by weight 15,5 % or more of protein and not more than 23 % of stach","2017-09-21","#NA",103473,"2309904141","10"
7366,103797,"2309904141","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",103474,"2309904141","20"
7367,103476,"2309904149","80","Other","2017-09-21","#NA",103474,"2309904141","20"
7368,103477,"2309904151","10","Other","2017-09-21","#NA",103473,"2309904141","10"
7369,103798,"2309904151","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",103477,"2309904151","10"
7370,103479,"2309904159","80","Other","2017-09-21","#NA",103477,"2309904151","10"
7371,103480,"2309904181","10","Other","2017-09-21","#NA",35225,"2309904100","80"
7372,103799,"2309904181","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",103480,"2309904181","10"
7373,103482,"2309904189","80","Other","2017-09-21","#NA",103480,"2309904181","10"
7374,35234,"2309904300","80","Containing not less than 10 % but less than 50 % by weight of milk products","1972-01-01","#NA",35224,"2309904100","10"
7375,103800,"2309904310","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",35234,"2309904300","80"
7376,103484,"2309904390","80","Other","2017-09-21","#NA",35234,"2309904300","80"
7377,35235,"2309904900","80","Containing not less than 50 % by weight of milk products","1972-01-01","#NA",35224,"2309904100","10"
7378,103801,"2309904910","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",35235,"2309904900","80"
7379,103486,"2309904990","80","Other","2017-09-21","#NA",35235,"2309904900","80"
7380,35236,"2309905100","10","Containing more than 30 % by weight of starch","1972-01-01","#NA",35212,"2309903100","30"
7381,35237,"2309905100","80","Containing no milk products or containing less than 10 % by weight of such products","1972-01-01","#NA",35236,"2309905100","10"
7382,103802,"2309905110","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",35237,"2309905100","80"
7383,103488,"2309905190","80","Other","2017-09-21","#NA",35237,"2309905100","80"
7384,35238,"2309905300","80","Containing not less than 10 % but less than 50 % by weight of milk products","1972-01-01","#NA",35236,"2309905100","10"
7385,103803,"2309905310","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",35238,"2309905300","80"
7386,103490,"2309905390","80","Other","2017-09-21","#NA",35238,"2309905300","80"
7387,35239,"2309905900","80","Containing not less than 50 % by weight of milk products","1972-01-01","#NA",35236,"2309905100","10"
7388,103804,"2309905910","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",35239,"2309905900","80"
7389,103492,"2309905990","80","Other","2017-09-21","#NA",35239,"2309905900","80"
7390,35240,"2309907000","80","Containing no starch, glucose, glucose syrup, maltodextrine or maltodextrine syrup but containing milk products","1972-01-01","#NA",35211,"2309903100","20"
7391,103805,"2309907010","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",35240,"2309907000","80"
7392,103494,"2309907090","80","Other","2017-09-21","#NA",35240,"2309907000","80"
7393,35241,"2309909100","10","Other","1972-01-01","#NA",35210,"2309903100","10"
7394,35242,"2309909100","80","Beet-pulp with added molasses","1972-01-01","#NA",35241,"2309909100","10"
7395,103806,"2309909110","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",35242,"2309909100","80"
7396,103496,"2309909190","80","Other","2017-09-21","#NA",35242,"2309909100","80"
7397,95147,"2309909600","80","Other","2012-01-01","#NA",35241,"2309909100","10"
7398,103497,"2309909631","10","Mineral and vitamin complex","2017-09-21","#NA",95147,"2309909600","80"
7399,103808,"2309909631","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",103497,"2309909631","10"
7400,103499,"2309909639","80","Other","2017-09-21","#NA",103497,"2309909631","10"
7401,109482,"2309909651","10","Feed additive, consisting on dry weight basis of:
- 68 % or more, but not more than 80 % of L-lysine sulphate, and
- not more than 32 % of other components such as carbohydrates and other amino acids","2025-01-01","#NA",95147,"2309909600","80"
7402,109774,"2309909651","20","For use in the production of animal feed and/or for use in the production of pharmaceuticals","2025-01-01","#NA",109482,"2309909651","10"
7403,109481,"2309909651","80","Dog or cat food, not put up for retail sale","2025-01-01","#NA",109774,"2309909651","20"
7404,109480,"2309909659","80","Other","2025-01-01","#NA",109774,"2309909651","20"
7405,109775,"2309909661","10","Other","2025-01-01","#NA",109482,"2309909651","10"
7406,109776,"2309909661","80","Dog or cat food, not put up for retail sale","2025-01-01","#NA",109775,"2309909661","10"
7407,109777,"2309909669","80","Other","2025-01-01","#NA",109775,"2309909661","10"
7408,103500,"2309909691","10","Other","2017-09-21","#NA",95147,"2309909600","80"
7409,103807,"2309909691","80","Dog or cat food, not put up for retail sale","2017-09-21","#NA",103500,"2309909691","10"
7410,105255,"2309909695","80","Other","2020-01-01","#NA",103500,"2309909691","10"
7411,35246,"2400000000","80","TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES; PRODUCTS, WHETHER OR NOT CONTAINING NICOTINE, INTENDED FOR INHALATION WITHOUT COMBUSTION; OTHER NICOTINE CONTAINING PRODUCTS INTENDED FOR THE INTAKE OF NICOTINE INTO THE HUMAN BODY","1971-12-31","#NA","#NA","#NA","#NA"
7412,35247,"2401000000","80","Unmanufactured tobacco; tobacco refuse","1972-01-01","#NA",35246,"2400000000","80"
7413,35248,"2401100000","80","Tobacco, not stemmed/stripped","1972-01-01","#NA",35247,"2401000000","80"
7414,90545,"2401103500","80","Light air-cured tobacco","2009-01-01","#NA",35248,"2401100000","80"
7415,90548,"2401103510","80","Light air-cured Burley type (including Burley hybrids)","2009-01-01","#NA",90545,"2401103500","80"
7416,90549,"2401103520","80","Light air-cured Maryland type","2009-01-01","#NA",90545,"2401103500","80"
7417,90550,"2401103591","10","Other","2009-01-01","#NA",90545,"2401103500","80"
7418,90551,"2401103591","80","Whether or not cut in regular size, having a custom value of not less than Euro|450 per 100|kg net weight, for use as binder or wrapper for the manufacture of goods falling within subheading 2402 10 00","2009-01-01","#NA",90550,"2401103591","10"
7419,90552,"2401103599","80","Other","2009-01-01","#NA",90550,"2401103591","10"
7420,35258,"2401106000","80","Sun-cured Oriental type tobacco","1972-01-01","#NA",35248,"2401100000","80"
7421,35261,"2401107000","80","Dark air-cured tobacco","1972-01-01","#NA",35248,"2401100000","80"
7422,59074,"2401107010","80","Whether or not cut in regular size, having a custom value of not less than Euro|450 per 100|kg net weight, for use as binder or wrapper for the manufacture of goods falling within subheading 2402 10 00","1995-08-05","#NA",35261,"2401107000","80"
7423,59084,"2401107090","80","Other","1995-08-05","#NA",35261,"2401107000","80"
7424,90546,"2401108500","80","Flue-cured tobacco","2009-01-01","#NA",35248,"2401100000","80"
7425,90553,"2401108510","80","Flue-cured Virginia type","2009-01-01","#NA",90546,"2401108500","80"
7426,90555,"2401108590","80","Other","2009-01-01","#NA",90546,"2401108500","80"
7427,90547,"2401109500","80","Other","2009-01-01","#NA",35248,"2401100000","80"
7428,90556,"2401109511","10","Fire-cured tobacco","2009-01-01","#NA",90547,"2401109500","80"
7429,90566,"2401109511","20","Kentucky type","2009-01-01","#NA",90556,"2401109511","10"
7430,90567,"2401109511","80","Whether or not cut in regular size, having a custom value of not less than Euro|450 per 100|kg net weight, for use as binder or wrapper for the manufacture of goods falling within subheading 2402 10 00","2009-01-01","#NA",90566,"2401109511","20"
7431,90559,"2401109519","80","Other","2009-01-01","#NA",90566,"2401109511","20"
7432,90568,"2401109521","10","Other","2009-01-01","#NA",90556,"2401109511","10"
7433,90569,"2401109521","80","Whether or not cut in regular size, having a custom value of not less than Euro|450 per 100|kg net weight, for use as binder or wrapper for the manufacture of goods falling within subheading 2402 10 00","2009-01-01","#NA",90568,"2401109521","10"
7434,90562,"2401109529","80","Other","2009-01-01","#NA",90568,"2401109521","10"
7435,90563,"2401109591","10","Other tobacco","2009-01-01","#NA",90547,"2401109500","80"
7436,90564,"2401109591","80","Whether or not cut in regular size, having a custom value of not less than Euro|450 per 100|kg net weight, for use as binder or wrapper for the manufacture of goods falling within subheading 2402 10 00","2009-01-01","#NA",90563,"2401109591","10"
7437,90565,"2401109599","80","Other","2009-01-01","#NA",90563,"2401109591","10"
7438,35264,"2401200000","80","Tobacco, partly or wholly stemmed/stripped","1972-01-01","#NA",35247,"2401000000","80"
7439,90570,"2401203500","80","Light air-cured tobacco","2009-01-01","#NA",35264,"2401200000","80"
7440,90573,"2401203510","80","Light air-cured Burley type (including Burley hybrids)","2009-01-01","#NA",90570,"2401203500","80"
7441,90574,"2401203520","80","Light air-cured Maryland type","2009-01-01","#NA",90570,"2401203500","80"
7442,90576,"2401203591","10","Other","2009-01-01","#NA",90570,"2401203500","80"
7443,90577,"2401203591","80","Whether or not cut in regular size, having a custom value of not less than Euro|450 per 100|kg net weight, for use as binder or wrapper for the manufacture of goods falling within subheading 2402 10 00","2009-01-01","#NA",90576,"2401203591","10"
7444,90578,"2401203599","80","Other","2009-01-01","#NA",90576,"2401203591","10"
7445,35274,"2401206000","80","Sun-cured Oriental type tobacco","1972-01-01","#NA",35264,"2401200000","80"
7446,35277,"2401207000","80","Dark air-cured tobacco","1972-01-01","#NA",35264,"2401200000","80"
7447,59079,"2401207010","80","Whether or not cut in regular size, having a custom value of not less than Euro|450 per 100|kg net weight, for use as binder or wrapper for the manufacture of goods falling within subheading 2402 10 00","1995-08-05","#NA",35277,"2401207000","80"
7448,59089,"2401207090","80","Other","1995-08-05","#NA",35277,"2401207000","80"
7449,90571,"2401208500","80","Flue-cured tobacco","2009-01-01","#NA",35264,"2401200000","80"
7450,90579,"2401208510","80","Flue-cured Virginia type","2009-01-01","#NA",90571,"2401208500","80"
7451,90580,"2401208590","80","Other","2009-01-01","#NA",90571,"2401208500","80"
7452,90572,"2401209500","80","Other","2009-01-01","#NA",35264,"2401200000","80"
7453,90581,"2401209511","10","Fire-cured tobacco","2009-01-01","#NA",90572,"2401209500","80"
7454,90582,"2401209511","20","Kentucky type","2009-01-01","#NA",90581,"2401209511","10"
7455,90583,"2401209511","80","Whether or not cut in regular size, having a custom value of not less than Euro|450 per 100|kg net weight, for use as binder or wrapper for the manufacture of goods falling within subheading 2402 10 00","2009-01-01","#NA",90582,"2401209511","20"
7456,90584,"2401209519","80","Other","2009-01-01","#NA",90582,"2401209511","20"
7457,90585,"2401209521","10","Other","2009-01-01","#NA",90581,"2401209511","10"
7458,90586,"2401209521","80","Whether or not cut in regular size, having a custom value of not less than Euro|450 per 100|kg net weight, for use as binder or wrapper for the manufacture of goods falling within subheading 2402 10 00","2009-01-01","#NA",90585,"2401209521","10"
7459,90598,"2401209529","80","Other","2009-01-01","#NA",90585,"2401209521","10"
7460,90597,"2401209591","10","Other tobacco","2009-01-01","#NA",90572,"2401209500","80"
7461,90596,"2401209591","80","Whether or not cut in regular size, having a custom value of not less than Euro|450 per 100|kg net weight, for use as binder or wrapper for the manufacture of goods falling within subheading 2402 10 00","2009-01-01","#NA",90597,"2401209591","10"
7462,90595,"2401209599","80","Other","2009-01-01","#NA",90597,"2401209591","10"
7463,35280,"2401300000","80","Tobacco refuse","1972-01-01","#NA",35247,"2401000000","80"
7464,35283,"2402000000","80","Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes","1972-01-01","#NA",35246,"2400000000","80"
7465,35284,"2402100000","80","Cigars, cheroots and cigarillos, containing tobacco","1972-01-01","#NA",35283,"2402000000","80"
7466,35285,"2402200000","80","Cigarettes containing tobacco","1972-01-01","#NA",35283,"2402000000","80"
7467,55653,"2402201000","80","Containing cloves","1995-01-01","#NA",35285,"2402200000","80"
7468,55654,"2402209000","80","Other","1995-01-01","#NA",35285,"2402200000","80"
7469,35286,"2402900000","80","Other","1972-01-01","#NA",35283,"2402000000","80"
7470,35287,"2403000000","80","Other manufactured tobacco and manufactured tobacco substitutes; 'homogenised' or 'reconstituted' tobacco; tobacco extracts and essences","1972-01-01","#NA",35246,"2400000000","80"
7471,95150,"2403110000","10","Smoking tobacco, whether or not containing tobacco substitutes in any proportion","2012-01-01","#NA",35287,"2403000000","80"
7472,95151,"2403110000","80","Water-pipe tobacco specified in subheading note|1|to this chapter","2012-01-01","#NA",95150,"2403110000","10"
7473,95152,"2403190000","80","Other","2012-01-01","#NA",95150,"2403110000","10"
7474,95153,"2403191000","80","In immediate packings of a net content not exceeding 500 g","2012-01-01","#NA",95152,"2403190000","80"
7475,95154,"2403199000","80","Other","2012-01-01","#NA",95152,"2403190000","80"
7476,35291,"2403910000","10","Other","1972-01-01","#NA",35287,"2403000000","80"
7477,35292,"2403910000","80","'Homogenised' or 'reconstituted' tobacco","1972-01-01","#NA",35291,"2403910000","10"
7478,35293,"2403990000","80","Other","1972-01-01","#NA",35291,"2403910000","10"
7479,35294,"2403991000","80","Chewing tobacco and snuff","1972-01-01","#NA",35293,"2403990000","80"
7480,35295,"2403999000","80","Other","1972-01-01","#NA",35293,"2403990000","80"
7481,106659,"2404000000","80","Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body","2022-01-01","#NA",35246,"2400000000","80"
7482,106660,"2404110000","10","Products intended for inhalation without combustion","2022-01-01","#NA",106659,"2404000000","80"
7483,106661,"2404110000","80","Containing tobacco or reconstituted tobacco","2022-01-01","#NA",106660,"2404110000","10"
7484,106672,"2404110010","80","Containing reconstituted tobacco","2022-01-01","#NA",106661,"2404110000","80"
7485,106673,"2404110090","80","Other","2022-01-01","#NA",106661,"2404110000","80"
7486,106662,"2404120000","80","Other, containing nicotine","2022-01-01","#NA",106660,"2404110000","10"
7487,106676,"2404120010","80","Cartridges and refills, filled, for electronic cigarettes; preparations for use in cartridges and refills for electronic cigarettes","2022-01-01","#NA",106662,"2404120000","80"
7488,107156,"2404120090","80","Other","2022-01-01","#NA",106662,"2404120000","80"
7489,106663,"2404190000","80","Other","2022-01-01","#NA",106660,"2404110000","10"
7490,106664,"2404191000","80","Containing tobacco substitutes","2022-01-01","#NA",106663,"2404190000","80"
7491,106665,"2404199000","80","Other","2022-01-01","#NA",106663,"2404190000","80"
7492,106666,"2404910000","10","Other","2022-01-01","#NA",106659,"2404000000","80"
7493,106667,"2404910000","80","For oral application","2022-01-01","#NA",106666,"2404910000","10"
7494,106668,"2404911000","80","Nicotine containing products intended to assist tobacco use cessation","2022-01-01","#NA",106667,"2404910000","80"
7495,106669,"2404919000","80","Other","2022-01-01","#NA",106667,"2404910000","80"
7496,106670,"2404920000","80","For transdermal application","2022-01-01","#NA",106666,"2404910000","10"
7497,106671,"2404990000","80","Other","2022-01-01","#NA",106666,"2404910000","10"
7498,35296,"2500000000","80","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","1971-12-31","#NA","#NA","#NA","#NA"
7499,35297,"2501000000","80","Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water","1972-01-01","#NA",35296,"2500000000","80"
7500,35298,"2501001000","80","Sea water and salt liquors","1972-01-01","#NA",35297,"2501000000","80"
7501,35299,"2501003100","10","Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents","1972-01-01","#NA",35297,"2501000000","80"
7502,35300,"2501003100","80","For chemical transformation (separation of Na from Cl) for the manufacture of other products","1972-01-01","#NA",35299,"2501003100","10"
7503,35301,"2501005100","10","Other","1972-01-01","#NA",35299,"2501003100","10"
7504,35302,"2501005100","80","Denatured or for industrial uses (including refining) other than the preservation or preparation of foodstuffs for human or animal consumption","1972-01-01","#NA",35301,"2501005100","10"
7505,92784,"2501005110","80","Denatured","2010-03-27","#NA",35302,"2501005100","80"
7506,92786,"2501005190","80","For industrial uses (including refining) other than the preservation or preparation of foodstuffs for human or animal consumption","2010-03-27","#NA",35302,"2501005100","80"
7507,35303,"2501009100","10","Other","1972-01-01","#NA",35301,"2501005100","10"
7508,35304,"2501009100","80","Salt suitable for human consumption","1972-01-01","#NA",35303,"2501009100","10"
